lat,lon
44.708684,-77.241891
49.842868,34.473166
56.56652,40.655002
45.638606,-117.727712
34.079392,-118.337702
51.065098,24.474188
53.290292,23.112912
49.587864,34.56072
40.619305,-73.833388
55.554924,37.282655
57.200469,58.967329
55.602722,38.265741
55.020874,47.912781
43.01629,-70.732811
44.547989,-78.551598
49.374083,-119.665297
53.046692,-0.644688
45.453165,-73.564675
44.638845,-79.012069
50.550283,30.160599
45.61473,63.292653
49.603133,20.944928
53.178428,46.733533
56.297756,38.166404
63.470807,10.838462
51.609551,46.008446
56.01859,92.93125
56.110394,40.285625
56.867453,36.001897
56.575937,37.586898
52.380438,17.00021
45.006401,-75.634925
54.775581,20.346409
45.75209,15.968358
55.023066,36.467136
43.714598,-72.905273
51.889985,-0.580713
55.844407,37.631846
46.775342,12.6249
44.646805,-78.814295
50.54753,30.779066
56.127406,47.485442
58.60125,15.8044
58.9945,15.21337
58.61294,16.90403
52.949051,10.567646
51.9,4.05
52.8,6.85
50.80728,5.07176
51.10458,3.96784
56.461383,9.934236
53.229469,44.912352
50.183011,27.773858
54.609532,43.2449
51.637486,19.530564
45.59665,40.059425
55.515543,38.331375
44.197914,28.655552
56.391247,58.506549
53.052475,45.32605
50.791103,0.160467
58.136024,52.696586
43.607225,39.727189
59.480713,24.71122
53.099007,46.62544
54.939542,45.414318
54.442903,45.834937
50.87958,-0.302197
46.429016,-81.09375
54.688706,35.860239
46.03835,-62.555953
60.440712,22.234656
60.089108,19.935957
50.22001,4.37752
50.53122,5.11732
59.51828,17.87703
59.10638,14.50739
55.02442,10.653097
61.103543,10.408222
59.016352,11.0649
59.180843,10.355743
58.145866,7.955408
55.579748,47.312773
54.902177,37.496789
55.851757,36.969032
53.310948,-4.044609
46.362831,-62.863769
45.471249,-65.917296
48.576431,24.475608
59.1159,13.02378
59.39805,13.20104
47.433045,-84.731153
53.544622,34.3391
43.850582,-78.903468
50.4085,4.03464
50.64853,4.57213
50.51858,3.89626
50.02535,5.51306
54.55579,38.588439
48.387001,-114.186297
43.886554,-79.510143
58.808957,30.488848
56.739108,37.164806
49.091789,-118.455933
47.06246,7.93226
46.15891,6.37064
46.52132,6.6893
46.81757,9.63376
46.61375,7.406
51.508408,31.282753
45.909955,16.078115
60.213115,20.247562
49.021324,-122.656264
49.764525,13.374725
46.292053,-78.874322
40.664878,-122.636628
47.125302,6.924921
47.245791,13.398119
47.495902,13.387565
47.694914,13.535473
49.476532,-123.86274
49.32555,16.495913
49.099545,16.621617
49.628731,18.634639
54.865558,38.4384
55.021026,37.865251
43.638405,-79.322281
55.736434,36.976895
57.52359,18.12354
55.95593,13.4792
55.260613,9.733144
55.597368,12.75869
55.734194,11.277868
55.272767,11.919158
60.347113,20.333372
56.119603,37.919861
57.41674,12.62738
50.037179,30.766713
59.977872,9.976905
59.300436,9.530793
59.051004,9.705228
45.134311,-66.818742
53.40836,56.031749
59.71756,18.98238
49.174277,18.762175
51.093819,7.063415
49.720203,8.847933
50.97903,2.73848
50.14071,4.5088
43.014934,-89.294793
52.476885,-1.264166
52.501887,-2.598054
52.66384,-2.570692
52.868996,-2.840785
52.48072,-3.054234
46.80311,10.28852
46.76135,10.15533
50.419231,29.428969
53.217644,-4.170665
55.187504,38.789856
46.758119,-121.557319
56.240806,37.965786
53.412296,-4.515551
54.866184,37.227485
56.740839,9.018364
56.908951,10.259971
47.339064,-120.681944
39.515938,-119.99696
46.7304,-121.8555
43.192788,-7.008486
53.26727,-1.769066
51.176992,-3.05283
54.750451,-2.024826
51.648798,-2.34105
54.56091,-3.449673
54.849234,-1.869148
53.330386,-1.918878
51.044531,-2.735998
53.828145,-0.839219
52.584254,-2.112125
54.766465,-1.309894
54.956719,-2.829252
54.9249,-3.132779
54.358748,-3.006975
51.133563,-2.866042
50.732116,-2.008449
52.179073,-1.599242
42.494961,-75.061911
46.581539,13.781915
51.25,6.0
50.83844,3.31678
50.85703,2.73922
45.218794,-66.129989
38.75747,-77.098336
38.722095,-90.35025
41.248052,-73.648875
46.891924,-71.164269
-41.067008,175.196595
56.879513,24.056507
32.984008,-117.024153
47.381328,-91.195491
45.358814,-84.950325
